Date,Product ID,Product Name,Department Id,Category Id,Category Name,Inventory Level,Total Units Sold,Total Sales,Total Profit,Units Ordered,Inventory Forecast,Product Price,Competitor Pricing,Cost to Company,Total Inventory,month,quarter,is_month_start,is_month_end
2016-02-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,152.0,39.0,1091.60999491,89.370003344,39.0,52.0,27.98999977,28.4,18.16,113.0,2,1,True,False
2016-03-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,156.0,36.0,1007.63998595,115.69000005699999,36.0,43.0,27.98999977,28.36,16.86,120.0,3,1,True,False
2016-04-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,152.0,26.0,727.73999207,8.70999863299999,26.0,32.0,27.98999977,29.12,22.32,126.0,4,2,True,False
2016-05-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,202.0,51.0,1427.4899882700001,70.91999610900001,51.0,76.0,27.98999977,28.82,18.04,151.0,5,2,True,False
2016-06-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,187.0,18.0,503.81999387,114.039996743,28.0,36.0,27.98999977,28.84,21.36,169.0,6,2,True,False
2016-07-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,201.0,14.0,391.86000062,45.83000183,25.0,32.0,27.98999977,26.96,17.74,187.0,7,3,True,False
2016-08-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,214.0,11.0,307.88999743,63.649999617999995,21.0,27.0,27.98999977,29.6,18.38,203.0,8,3,True,False
2016-09-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,219.0,31.0,867.68999086,-174.97999736300002,12.0,16.0,27.98999977,28.27,19.14,188.0,9,3,True,False
2016-10-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,209.0,20.0,559.79999532,108.500003341,16.0,21.0,27.98999977,27.61,18.61,189.0,10,4,True,False
2016-11-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,226.0,33.0,923.66998071,55.140000349999994,25.0,37.0,27.98999977,28.7,21.26,193.0,11,4,True,False
2016-12-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,236.0,35.0,979.65000158,222.290002347,35.0,43.0,27.98999977,27.21,22.16,201.0,12,4,True,False
2017-01-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,230.0,24.0,671.75999633,33.139999746,24.0,29.0,27.98999977,28.06,21.69,206.0,1,1,True,False
2017-02-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,238.0,22.0,615.77999882,87.88999796499999,25.0,32.0,27.98999977,29.32,17.65,216.0,2,1,True,False
2017-03-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,245.0,17.0,475.82999416,43.419999594,23.0,29.0,27.98999977,30.15,21.14,228.0,3,1,True,False
2017-04-01,273,Under Armour Kids' Mercenary Slide,3,13,Electronics,250.0,29.0,811.70998549,230.110000614,20.0,22.0,27.98999977,30.35,17.62,221.0,4,2,True,False
2015-01-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,46.0,37.0,1183.62999338,242.929999576,33.0,46.0,31.98999977,29.15,19.84,9.0,1,1,True,False
2015-02-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,46.0,24.0,767.75999442,145.340001226,29.0,37.0,31.98999977,30.59,22.98,22.0,2,1,True,False
2015-03-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,52.0,42.0,1343.57999028,320.929997561,30.0,30.0,31.98999977,30.93,20.84,10.0,3,1,True,False
2015-04-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,44.0,24.0,767.75999639,37.87999153499999,27.0,34.0,31.98999977,29.9,22.67,20.0,4,2,True,False
2015-05-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,50.0,28.0,895.71999167,156.430004492,25.0,30.0,31.98999977,30.8,21.24,22.0,5,2,True,False
2015-06-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,53.0,18.0,575.81999779,57.139999689,24.0,31.0,31.98999977,33.54,21.01,35.0,6,2,True,False
2015-07-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,70.0,30.0,959.6999950100001,119.980000722,24.0,35.0,31.98999977,28.88,22.87,40.0,7,3,True,False
2015-08-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,123.0,59.0,1887.40998448,58.67000600100001,59.0,83.0,31.98999977,34.08,20.37,64.0,8,3,True,False
2015-09-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,100.0,22.0,703.7799910800001,131.100000392,28.0,36.0,31.98999977,34.27,22.2,78.0,9,3,True,False
2015-10-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,115.0,16.0,511.8399963,88.19000101499999,29.0,37.0,31.98999977,31.17,23.36,99.0,10,4,True,False
2015-11-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,167.0,65.0,2079.34998901,242.919998179,46.0,68.0,31.98999977,29.77,20.01,102.0,11,4,True,False
2015-12-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,183.0,60.0,1919.39998612,324.660003192,60.0,81.0,31.98999977,32.64,25.15,123.0,12,4,True,False
2016-01-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,168.0,30.0,959.69999306,331.15999755400003,36.0,45.0,31.98999977,29.56,22.43,138.0,1,1,True,False
2016-02-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,184.0,36.0,1151.63998396,218.899997133,36.0,46.0,31.98999977,31.13,24.44,148.0,2,1,True,False
2016-03-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,190.0,41.0,1311.58998675,98.409996992,35.0,42.0,31.98999977,34.92,23.38,149.0,3,1,True,False
2016-04-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,182.0,29.0,927.70999138,63.48999606500001,29.0,33.0,31.98999977,35.16,23.74,153.0,4,2,True,False
2016-05-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,187.0,23.0,735.76999471,-30.090000404999994,27.0,34.0,31.98999977,33.73,23.78,164.0,5,2,True,False
2016-06-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,192.0,11.0,351.8900032,99.469998351,22.0,28.0,31.98999977,30.78,24.79,181.0,6,2,True,False
2016-07-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,204.0,36.0,1151.6399917,179.940000541,21.0,23.0,31.98999977,33.19,23.12,168.0,7,3,True,False
2016-08-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,233.0,46.0,1471.53998353,75.940001061,46.0,65.0,31.98999977,33.3,20.97,187.0,8,3,True,False
2016-09-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,236.0,42.0,1343.57998837,295.109998498,42.0,49.0,31.98999977,31.27,19.83,194.0,9,3,True,False
2016-10-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,266.0,58.0,1855.4199866000001,366.4900036,58.0,72.0,31.98999977,32.89,23.07,208.0,10,4,True,False
2016-11-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,260.0,27.0,863.72998796,275.480000022,41.0,52.0,31.98999977,28.86,19.62,233.0,11,4,True,False
2016-12-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,279.0,29.0,927.70999134,195.58999944099997,36.0,46.0,31.98999977,30.13,20.74,250.0,12,4,True,False
2017-01-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,286.0,9.0,287.91000366000003,-175.45999909,28.0,36.0,31.98999977,32.15,19.58,277.0,1,1,True,False
2017-02-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,302.0,21.0,671.78999714,-30.590001362999992,20.0,25.0,31.98999977,29.84,22.71,281.0,2,1,True,False
2017-03-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,305.0,34.0,1087.65999019,86.82000253000001,19.0,24.0,31.98999977,29.85,20.22,271.0,3,1,True,False
2017-04-01,276,Under Armour Women's Ignite Slide,3,13,Electronics,294.0,22.0,703.7799988,53.55000018999999,18.0,23.0,31.98999977,34.14,23.1,272.0,4,2,True,False
2015-01-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,39.0,25.0,1124.75001514,171.950001241,27.0,39.0,44.99000168,44.39,27.88,14.0,1,1,True,False
2015-02-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,49.0,31.0,1394.69003282,-61.03999280799999,26.0,35.0,44.99000168,44.71,34.46,18.0,2,1,True,False
2015-03-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,61.0,34.0,1529.66002638,142.509995443,34.0,43.0,44.99000168,41.85,32.34,27.0,3,1,True,False
2015-04-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,57.0,29.0,1304.71001034,-252.90001198299998,29.0,30.0,44.99000168,42.12,29.2,28.0,4,2,True,False
2015-05-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,69.0,35.0,1574.65003954,111.02000332399999,35.0,41.0,44.99000168,48.65,33.7,34.0,5,2,True,False
2015-06-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,106.0,54.0,2429.46002544,582.8700004359999,54.0,72.0,44.99000168,40.89,27.75,52.0,6,2,True,False
2015-07-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,105.0,41.0,1844.59002282,-205.359997927,41.0,53.0,44.99000168,42.59,33.96,64.0,7,3,True,False
2015-08-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,107.0,29.0,1304.7100295,333.090004491,34.0,43.0,44.99000168,43.12,32.3,78.0,8,3,True,False
2015-09-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,119.0,30.0,1349.7000388000001,18.770012869999988,32.0,41.0,44.99000168,44.9,27.99,89.0,9,3,True,False
2015-10-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,122.0,18.0,809.8200302,167.01999758800002,26.0,33.0,44.99000168,45.77,27.71,104.0,10,4,True,False
2015-11-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,130.0,31.0,1394.69003286,372.130001777,20.0,26.0,44.99000168,44.93,33.75,99.0,11,4,True,False
2015-12-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,159.0,55.0,2474.45004246,192.92000106,51.0,60.0,44.99000168,41.25,29.63,104.0,12,4,True,False
2016-01-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,137.0,33.0,1484.6700094,64.400001312,33.0,33.0,44.99000168,42.68,35.0,104.0,1,1,True,False
2016-02-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,142.0,28.0,1259.72000868,327.160004381,30.0,38.0,44.99000168,48.08,33.85,114.0,2,1,True,False
2016-03-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,152.0,17.0,764.8300017,272.30999756,30.0,38.0,44.99000168,46.23,33.28,135.0,3,1,True,False
2016-04-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,162.0,23.0,1034.77001178,-24.519996645999967,21.0,27.0,44.99000168,46.33,29.5,139.0,4,2,True,False
2016-05-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,164.0,27.0,1214.73001464,-32.340003777,20.0,25.0,44.99000168,46.52,33.37,137.0,5,2,True,False
2016-06-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,166.0,29.0,1304.7100141800001,170.050004374,23.0,29.0,44.99000168,47.36,35.53,137.0,6,2,True,False
2016-07-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,166.0,13.0,584.87001032,41.529996869,23.0,29.0,44.99000168,41.01,27.82,153.0,7,3,True,False
2016-08-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,177.0,20.0,899.8000067400001,-106.489997191,19.0,24.0,44.99000168,43.79,29.93,157.0,8,3,True,False
2016-09-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,180.0,26.0,1169.74003212,208.099995126,18.0,23.0,44.99000168,45.35,29.11,154.0,9,3,True,False
2016-10-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,193.0,36.0,1619.6400412,76.09999181999997,35.0,39.0,44.99000168,43.54,30.53,157.0,10,4,True,False
2016-11-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,185.0,25.0,1124.75001512,222.000002863,25.0,28.0,44.99000168,48.09,33.67,160.0,11,4,True,False
2016-12-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,202.0,37.0,1664.6300161,422.52999591,37.0,42.0,44.99000168,44.83,31.26,165.0,12,4,True,False
2017-01-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,198.0,22.0,989.77999862,80.010003547,26.0,33.0,44.99000168,47.41,32.13,176.0,1,1,True,False
2017-02-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,204.0,18.0,809.82001104,294.12000561,22.0,28.0,44.99000168,48.16,29.82,186.0,2,1,True,False
2017-03-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,210.0,28.0,1259.7200125,57.639997933,20.0,24.0,44.99000168,45.03,28.27,182.0,3,1,True,False
2017-04-01,278,Under Armour Men's Compression EV SL Slide,3,13,Electronics,205.0,19.0,854.8100242200001,99.760004053,19.0,23.0,44.99000168,48.68,29.4,186.0,4,2,True,False
2015-01-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,42.0,33.0,1055.66999042,81.55000114699999,32.0,42.0,31.98999977,29.93,23.15,9.0,1,1,True,False
2015-02-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,42.0,33.0,1055.66998849,-60.819998728,27.0,33.0,31.98999977,30.96,19.23,9.0,2,1,True,False
2015-03-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,42.0,28.0,895.7199935,198.150000098,28.0,33.0,31.98999977,30.02,20.37,14.0,3,1,True,False
2015-04-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,45.0,27.0,863.7299957,116.25000143100002,27.0,31.0,31.98999977,28.95,23.26,18.0,4,2,True,False
2015-05-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,47.0,12.0,383.87999919000004,150.179998399,23.0,29.0,31.98999977,34.72,21.62,35.0,5,2,True,False
2015-06-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,57.0,30.0,959.70000074,-83.50999710399998,19.0,22.0,31.98999977,31.66,25.11,27.0,6,2,True,False
2015-07-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,85.0,46.0,1471.53997961,373.380001553,46.0,58.0,31.98999977,30.76,24.09,39.0,7,3,True,False
2015-08-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,95.0,39.0,1247.60999475,300.68000173,39.0,56.0,31.98999977,32.62,22.06,56.0,8,3,True,False
2015-09-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,114.0,44.0,1407.5599840300001,-219.31000217800002,44.0,58.0,31.98999977,28.84,23.99,70.0,9,3,True,False
2015-10-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,113.0,40.0,1279.59998694,-27.849998847999988,40.0,43.0,31.98999977,30.57,25.43,73.0,10,4,True,False
2015-11-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,114.0,35.0,1119.64999191,170.429997907,35.0,41.0,31.98999977,33.29,22.14,79.0,11,4,True,False
2015-12-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,119.0,24.0,767.75999054,122.469999324,32.0,40.0,31.98999977,32.85,23.3,95.0,12,4,True,False
2016-01-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,128.0,32.0,1023.67999451,220.820003028,26.0,33.0,31.98999977,35.07,25.07,96.0,1,1,True,False
2016-02-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,127.0,26.0,831.7399959300001,-266.199993621,24.0,31.0,31.98999977,32.76,20.79,101.0,2,1,True,False
2016-03-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,128.0,19.0,607.80999372,-76.51000713500001,21.0,27.0,31.98999977,31.85,24.87,109.0,3,1,True,False
2016-04-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,135.0,18.0,575.81999198,141.38000107,20.0,26.0,31.98999977,33.66,19.82,117.0,4,2,True,False
2016-05-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,144.0,26.0,831.73999595,110.34000252800001,22.0,27.0,31.98999977,34.57,23.34,118.0,5,2,True,False
2016-06-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,193.0,51.0,1631.48998632,-180.70000008699998,51.0,75.0,31.98999977,33.4,24.2,142.0,6,2,True,False
2016-07-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,198.0,49.0,1567.5099906,-66.51000240700002,49.0,56.0,31.98999977,34.95,23.13,149.0,7,3,True,False
2016-08-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,209.0,43.0,1375.56998422,227.880005363,43.0,60.0,31.98999977,33.79,22.36,166.0,8,3,True,False
2016-09-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,213.0,31.0,991.68999086,101.32999778199999,37.0,47.0,31.98999977,34.34,23.14,182.0,9,3,True,False
2016-10-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,223.0,21.0,671.79000096,90.56999589,32.0,41.0,31.98999977,29.52,20.16,202.0,10,4,True,False
2016-11-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,234.0,17.0,543.8299941600001,141.079999929,25.0,32.0,31.98999977,33.48,20.57,217.0,11,4,True,False
2016-12-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,240.0,32.0,1023.6799964,251.919998165,18.0,23.0,31.98999977,31.61,20.92,208.0,12,4,True,False
2017-01-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,233.0,20.0,639.7999954000001,66.620001079,20.0,25.0,31.98999977,32.33,23.02,213.0,1,1,True,False
2017-02-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,237.0,33.0,1055.66998662,176.31999636,22.0,24.0,31.98999977,32.98,22.02,204.0,2,1,True,False
2017-03-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,230.0,16.0,511.83999638,-83.99999976,20.0,26.0,31.98999977,35.0,20.76,214.0,3,1,True,False
2017-04-01,282,Under Armour Women's Ignite PIP VI Slide,3,13,Electronics,236.0,23.0,735.7700023900001,81.270002711,19.0,22.0,31.98999977,35.09,24.84,213.0,4,2,True,False
2017-04-01,295,Fitbit The One Wireless Activity & Sleep Trac,6,38,Kids' Golf Clubs,11.0,8.0,799.59999085,121.04000092,8.0,11.0,99.94999695,99.25,74.43,3.0,4,2,True,False
2017-04-01,305,Mio ALPHA Heart Rate Monitor/Sport Watch,6,38,Kids' Golf Clubs,4.0,3.0,597.0,165.69000244,3.0,4.0,199.0,209.89,141.16,1.0,4,2,True,False
2017-04-01,306,Polar FT4 Heart Rate Monitor,6,38,Kids' Golf Clubs,10.0,7.0,629.93000026,174.90999985,7.0,10.0,89.98999786,93.18,58.63,3.0,4,2,True,False
2017-04-01,311,Polar Loop Activity Tracker,6,38,Kids' Golf Clubs,5.0,4.0,439.7999876,-78.919999138,4.0,5.0,109.9499969,111.94,70.08,1.0,4,2,True,False
2017-04-01,359,Nike Men's Free TR 5.0 TB Training Shoe,3,16,As Seen on  TV!,13.0,9.0,899.9100037000001,337.5899963,9.0,13.0,99.98999786,95.92,65.41,4.0,4,2,True,False
2015-01-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,3597.0,2390.0,143376.10407396,15849.370049769,2619.0,3597.0,59.99000168,59.43,36.51,1207.0,1,1,True,False
2015-02-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,3597.0,2005.0,120279.95336900001,10229.0299122,1912.0,2390.0,59.99000168,61.6,44.65,1592.0,2,1,True,False
2015-03-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,3790.0,2355.0,141276.45395066,17593.659993193,1970.0,2198.0,59.99000168,58.11,45.12,1435.0,3,1,True,False
2015-04-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,3685.0,2187.0,131198.13362116,15160.599944905,2187.0,2250.0,59.99000168,59.03,46.11,1498.0,4,2,True,False
2015-05-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,4532.0,2220.0,133177.80363552002,15808.309924189,2220.0,3034.0,59.99000168,65.5,36.68,2312.0,5,2,True,False
2015-06-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,4566.0,2142.0,128498.58352712,11959.579964306,2142.0,2254.0,59.99000168,63.01,45.32,2424.0,6,2,True,False
2015-07-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,5364.0,2274.0,136417.26384034,12861.29012263,2274.0,2940.0,59.99000168,60.48,40.51,3090.0,7,3,True,False
2015-08-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,6512.0,2411.0,144635.89407008002,18638.369987901,2411.0,3422.0,59.99000168,57.4,39.63,4101.0,8,3,True,False
2015-09-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,6377.0,2177.0,130598.2336237,19027.029997159,2177.0,2276.0,59.99000168,64.75,38.07,4200.0,9,3,True,False
2015-10-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,6487.0,2171.0,130238.29365598,12700.189919586,2171.0,2287.0,59.99000168,56.81,47.94,4316.0,10,4,True,False
2015-11-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,6569.0,2205.0,132277.95383146,14927.000002915,2205.0,2253.0,59.99000168,57.89,36.76,4364.0,11,4,True,False
2015-12-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,7450.0,2218.0,133057.82366922,15465.639881146,2218.0,3086.0,59.99000168,64.9,45.92,5232.0,12,4,True,False
2016-01-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,7468.0,2188.0,131258.12376508,11775.51014996,2188.0,2236.0,59.99000168,60.34,43.67,5280.0,1,1,True,False
2016-02-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,7444.0,2047.0,122799.53348562,14086.620050082,2047.0,2164.0,59.99000168,62.9,44.81,5397.0,2,1,True,False
2016-03-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,8539.0,2401.0,144035.99401926,15672.489976108,2401.0,3142.0,59.99000168,61.08,44.53,6138.0,3,1,True,False
2016-04-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,9431.0,2225.0,133477.75367746002,11722.340035298,2225.0,3293.0,59.99000168,61.83,46.29,7206.0,4,2,True,False
2016-05-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,10294.0,2432.0,145895.6840748,16352.57001206,2432.0,3088.0,59.99000168,57.58,38.2,7862.0,5,2,True,False
2016-06-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,10173.0,2181.0,130838.19357758001,12522.779931783,2181.0,2311.0,59.99000168,56.89,36.0,7992.0,6,2,True,False
2016-07-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,10270.0,2228.0,133657.72378932,15118.210005555,2228.0,2278.0,59.99000168,57.86,43.18,8042.0,7,3,True,False
2016-08-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,10922.0,2311.0,138636.89389366002,11802.450100593,2311.0,2880.0,59.99000168,55.86,40.24,8611.0,8,3,True,False
2016-09-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,10838.0,2224.0,133417.7637836,15218.35000751,2224.0,2227.0,59.99000168,64.48,37.48,8614.0,9,3,True,False
2016-10-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,11506.0,2278.0,136657.22391226,15262.219910673,2278.0,2892.0,59.99000168,57.39,38.23,9228.0,10,4,True,False
2016-11-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,11840.0,2260.0,135577.40388502,14123.139961753,2260.0,2612.0,59.99000168,60.73,39.97,9580.0,11,4,True,False
2016-12-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,13015.0,2361.0,141636.39400502,10951.510000252,2361.0,3435.0,59.99000168,63.49,36.84,10654.0,12,4,True,False
2017-01-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,12931.0,2270.0,136177.3037197,19526.479917984,2270.0,2277.0,59.99000168,63.4,36.68,10661.0,1,1,True,False
2017-02-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,12908.0,2136.0,128138.64350426,15047.940011525,2136.0,2247.0,59.99000168,59.25,46.98,10772.0,2,1,True,False
2017-03-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,13057.0,2215.0,132877.85361198,17544.539982951,2215.0,2285.0,59.99000168,59.71,39.74,10842.0,3,1,True,False
2017-04-01,365,Perfect Fitness Perfect Rip Deck,4,17,Cleats,13581.0,2224.0,133417.76378282,16010.599868659,2224.0,2739.0,59.99000168,65.93,47.78,11357.0,4,2,True,False
2015-01-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,822.0,620.0,80593.80341,7821.069961414,624.0,822.0,129.9900055,130.32,103.64,202.0,1,1,True,False
2015-02-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,822.0,642.0,83453.583531,7350.3599865099995,518.0,620.0,129.9900055,128.25,95.46,180.0,2,1,True,False
2015-03-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,811.0,618.0,80333.823399,8563.909996338,618.0,631.0,129.9900055,117.92,96.47,193.0,3,1,True,False
2015-04-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,927.0,653.0,84883.47359149999,6208.910050155,653.0,734.0,129.9900055,141.94,103.59,274.0,4,2,True,False
2015-05-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,1167.0,644.0,83713.563542,10143.269972876,644.0,893.0,129.9900055,119.67,95.62,523.0,5,2,True,False
2015-06-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,1520.0,666.0,86573.34366299999,8428.060019426,666.0,997.0,129.9900055,118.06,79.04,854.0,6,2,True,False
2015-07-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,1611.0,664.0,86313.363652,10802.909943304,664.0,757.0,129.9900055,123.39,100.53,947.0,7,3,True,False
2015-08-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,1870.0,688.0,89433.123784,13614.260028024,688.0,923.0,129.9900055,118.69,87.47,1182.0,8,3,True,False
2015-09-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,2078.0,678.0,88133.22372899999,8859.119992797,678.0,896.0,129.9900055,128.82,78.11,1400.0,9,3,True,False
2015-10-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,2077.0,677.0,88003.2337235,9785.710010727,677.0,677.0,129.9900055,130.41,91.18,1400.0,10,4,True,False
2015-11-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,2081.0,661.0,85923.39363549999,9635.2100231,661.0,681.0,129.9900055,125.12,102.35,1420.0,11,4,True,False
2015-12-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,2294.0,721.0,93722.7939655,7894.210064678,721.0,874.0,129.9900055,118.32,84.68,1573.0,12,4,True,False
2016-01-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,2482.0,683.0,88783.1737565,7511.4700023899995,683.0,909.0,129.9900055,119.89,90.77,1799.0,1,1,True,False
2016-02-01,403,Nike Men's CJ Elite 2 TD Football Cleat,4,18,Men's Footwear,2478.0,635.0,82543.6534925,7244.960014554,635.0,679.0,129.9900055,126.99,82.51,1843.0,2,1,True,False
